sale_id,ts,customer_id,product_no,product_name,product_type,qty,unit_price,total_line
daaa89c7-8d78-48b8-9674-15bd536cad84,2025-06-28T11:56:10.580538+00:00,walkin-2,3,ไมค์ลอย sound milan ml-6675,MICROPHONE,3,1800.0,5400.0
0febfe39-d455-4a36-b5b0-aa5ce3aa2ea2,2025-06-28T18:00:29.028768+00:00,VIP-01,3,ไมค์ลอย sound milan ml-6675,MICROPHONE,3,1800.0,5400.0
5fbf5377-d20a-4d47-9603-42533b796ca8,2025-06-28T11:49:37.339848+00:00,walkin-1,18,AMP MBA MB7000 AV-191A,AMP,3,3500.0,10500.0
363c1852-cbc7-4098-b6b8-4173fc174576,2025-06-28T12:12:00.848954+00:00,walkin-1,15,USB MP3 player รถ KEVLAR K-2200B,USB MP3,1,850.0,850.0
8cf4dd7d-1380-464a-b25d-2f67c659756f,2025-06-28T15:24:28.152848+00:00,VIP-01,17,USB MP3 player ROADSTAR (RS101-MP3),USB MP3,1,950.0,950.0
e3f55f2b-eb67-4810-8c53-7325b933d272,2025-06-28T17:56:56.084547+00:00,walkin-2,19,AMP FANNY AV-168A,AMP,3,2900.0,8700.0
e31a4809-3b30-470f-a56f-96d8bec2e93a,2025-06-28T18:49:16.448562+00:00,walkin-1,2,ไมค์ลอย mba 888a (U1),MICROPHONE,2,1900.0,3800.0
8b3ccb38-c380-417b-8899-4de905a5b701,2025-06-28T11:06:22.495649+00:00,walkin-1,17,USB MP3 player ROADSTAR (RS101-MP3),USB MP3,1,950.0,950.0
4e072201-ad44-4753-9d73-f3e3fc8ba577,2025-06-28T11:20:24.517985+00:00,walkin-1,15,USB MP3 player รถ KEVLAR K-2200B,USB MP3,3,850.0,2550.0
c1fa410e-1478-41fe-8c46-73c71e9ba02e,2025-06-28T11:24:49.397832+00:00,walkin-3,13,USB MP3 player รถ DZ-529,USB MP3,1,550.0,550.0
389d245f-e639-4eca-babf-98714f6033f1,2025-06-29T09:25:37.938198+00:00,walkin-2,6,ไมค์ลอย npe,MICROPHONE,1,380.0,380.0
fdc9d9a9-7576-4077-9a0a-9a7751231e6e,2025-06-29T14:19:06.076760+00:00,walkin-3,1,ไมค์ลอย mba 888a (U3),MICROPHONE,1,1800.0,1800.0
02050261-eb94-42f0-86bd-97767b0b9527,2025-06-29T12:17:34.856989+00:00,walkin-3,2,ไมค์ลอย mba 888a (U1),MICROPHONE,3,1900.0,5700.0
7db92a39-76b3-4aeb-bcbf-2a57bd3f93b8,2025-06-29T21:53:11.310499+00:00,walkin-1,3,ไมค์ลอย sound milan ml-6675,MICROPHONE,3,1800.0,5400.0
87df73a1-128b-436f-bead-a8698fbe846a,2025-06-29T17:26:42.983901+00:00,VIP-01,16,USB MP3 player รถ XL-9,USB MP3,2,1100.0,2200.0
3d1309e6-3ec4-4b57-9d0f-a22948e7e3bb,2025-06-29T15:50:07.552067+00:00,walkin-3,19,AMP FANNY AV-168A,AMP,2,2900.0,5800.0
11d887eb-7208-409e-9192-f67699385a2b,2025-06-29T18:06:01.591442+00:00,walkin-2,18,AMP MBA MB7000 AV-191A,AMP,2,3500.0,7000.0
03922fae-a017-4dbe-923c-853018e772de,2025-06-29T16:57:02.491705+00:00,VIP-01,17,USB MP3 player ROADSTAR (RS101-MP3),USB MP3,3,950.0,2850.0
815d8c3b-2841-40bb-8663-375b5f7c4bd0,2025-06-30T16:12:42.993070+00:00,walkin-1,24,AMP SOUNDMILAN AV-302,AMP,3,3500.0,10500.0
6a4b9b0e-f5fc-4657-865b-76a81161c730,2025-06-30T10:57:47.872805+00:00,VIP-01,2,ไมค์ลอย mba 888a (U1),MICROPHONE,2,1900.0,3800.0
c966fead-c86f-4466-ae26-c45b6dee8acb,2025-06-30T18:49:00.236836+00:00,walkin-3,19,AMP FANNY AV-168A,AMP,1,2900.0,2900.0
56442f42-cd15-4fd7-b5d6-0a32263663a1,2025-06-30T13:43:29.970650+00:00,walkin-3,19,AMP FANNY AV-168A,AMP,2,2900.0,5800.0
da7a1d2b-6706-44bf-8d2e-08f94d241466,2025-06-30T11:42:46.008358+00:00,walkin-2,14,USB MP3 player รถ DZ-599,USB MP3,1,600.0,600.0
a53e4125-5b0f-4b4e-9ed9-e996e6ed5235,2025-06-30T17:53:39.881261+00:00,walkin-3,16,USB MP3 player รถ XL-9,USB MP3,2,1100.0,2200.0
01b10486-3e7b-4210-927e-322250129ffc,2025-06-30T10:49:07.632320+00:00,walkin-1,24,AMP SOUNDMILAN AV-302,AMP,2,3500.0,7000.0
586983a6-9ef0-4b00-bcec-4de3fe978801,2025-07-01T12:39:21.151057+00:00,walkin-3,19,AMP FANNY AV-168A,AMP,1,2900.0,2900.0
a76af7b7-e549-43f2-aae3-8dd0b66c4c80,2025-07-01T09:48:11.102573+00:00,VIP-01,2,ไมค์ลอย mba 888a (U1),MICROPHONE,2,1900.0,3800.0
a40ccc0b-c021-4fd6-a309-977d1b48e17b,2025-07-01T11:56:36.575812+00:00,VIP-01,14,USB MP3 player รถ DZ-599,USB MP3,1,600.0,600.0
409e6158-93d7-4cac-bb92-6566b2abae2c,2025-07-01T18:18:48.612037+00:00,walkin-3,18,AMP MBA MB7000 AV-191A,AMP,1,3500.0,3500.0
326a30db-21e1-4ecc-950c-45d2cd6726f6,2025-07-01T18:11:28.828794+00:00,walkin-2,16,USB MP3 player รถ XL-9,USB MP3,3,1100.0,3300.0
d07387fa-b4fc-4878-b505-b1f55c5cec42,2025-07-02T20:34:53.380295+00:00,walkin-3,14,USB MP3 player รถ DZ-599,USB MP3,1,600.0,600.0
0c798f42-13c5-4591-8ae0-4b5ea2e44f9d,2025-07-02T19:33:52.509058+00:00,walkin-1,1,ไมค์ลอย mba 888a (U3),MICROPHONE,1,1800.0,1800.0
29bd1709-8824-456f-b6d8-5d9de20b810d,2025-07-02T09:59:57.595525+00:00,walkin-3,14,USB MP3 player รถ DZ-599,USB MP3,1,600.0,600.0
e6e6d153-f4d3-4ff5-bb69-7a73dc24ff91,2025-07-02T14:19:59.738618+00:00,walkin-2,3,ไมค์ลอย sound milan ml-6675,MICROPHONE,3,1800.0,5400.0
af9add8d-5fc0-4a4b-9767-153f2e2f9a23,2025-07-02T18:09:20.179743+00:00,walkin-2,19,AMP FANNY AV-168A,AMP,2,2900.0,5800.0
35284424-e8e4-47f3-863d-cecf52ff3255,2025-07-02T20:17:07.626660+00:00,walkin-1,6,ไมค์ลอย npe,MICROPHONE,1,380.0,380.0
7e97d23c-6c64-46d2-9232-6d3ba8637f54,2025-07-02T15:17:50.287010+00:00,walkin-2,13,USB MP3 player รถ DZ-529,USB MP3,2,550.0,1100.0
9745aecb-9ff8-4668-8cbe-41a0bc98ee14,2025-07-03T18:33:11.260134+00:00,walkin-1,3,ไมค์ลอย sound milan ml-6675,MICROPHONE,3,1800.0,5400.0
be734043-5f3b-442a-b360-056a90def29a,2025-07-03T16:33:20.258729+00:00,VIP-01,13,USB MP3 player รถ DZ-529,USB MP3,1,550.0,550.0
4792d290-9278-47ce-ac6f-29e88484c4e0,2025-07-03T16:35:23.927808+00:00,VIP-01,24,AMP SOUNDMILAN AV-302,AMP,2,3500.0,7000.0
86138613-6629-4293-9c18-4bcf04160684,2025-07-03T12:49:10.751020+00:00,walkin-1,2,ไมค์ลอย mba 888a (U1),MICROPHONE,3,1900.0,5700.0
ff8a074e-2fbc-4b9b-96b6-1346fdfac3c3,2025-07-03T18:43:14.530872+00:00,walkin-2,3,ไมค์ลอย sound milan ml-6675,MICROPHONE,2,1800.0,3600.0
4291ba7e-a308-4197-824f-e2b8b248491e,2025-07-03T20:05:06.118565+00:00,walkin-2,24,AMP SOUNDMILAN AV-302,AMP,3,3500.0,10500.0
fe804f4d-beaa-4ccb-90bc-11c88bd5a445,2025-07-03T11:18:26.807286+00:00,VIP-01,17,USB MP3 player ROADSTAR (RS101-MP3),USB MP3,2,950.0,1900.0
17640f73-1539-4343-9e6d-23f9c7270067,2025-07-04T09:43:01.794905+00:00,walkin-2,6,ไมค์ลอย npe,MICROPHONE,3,380.0,1140.0
e3cb2926-c7d1-4a23-83c9-e548242b8ead,2025-07-04T21:23:22.617250+00:00,walkin-1,17,USB MP3 player ROADSTAR (RS101-MP3),USB MP3,3,950.0,2850.0
54d8305c-5333-4366-8289-a00e83069f55,2025-07-04T21:19:10.899786+00:00,walkin-1,18,AMP MBA MB7000 AV-191A,AMP,1,3500.0,3500.0
797e53eb-e1d7-4722-ba57-1403a4733647,2025-07-04T20:55:01.182859+00:00,VIP-01,13,USB MP3 player รถ DZ-529,USB MP3,1,550.0,550.0
48fc9ff3-e78f-48f5-a114-fc14b6946e7b,2025-07-04T10:20:41.681195+00:00,walkin-3,24,AMP SOUNDMILAN AV-302,AMP,3,3500.0,10500.0
c0d93c84-d790-4eb2-ad19-eea18907fdfc,2025-07-04T09:50:28.774443+00:00,walkin-1,1,ไมค์ลอย mba 888a (U3),MICROPHONE,3,1800.0,5400.0
68bc65da-88c6-47c8-bc94-b9443732d197,2025-07-04T21:48:25.266488+00:00,walkin-3,14,USB MP3 player รถ DZ-599,USB MP3,2,600.0,1200.0
30226c02-2c4c-4b84-8383-99d40629ed88,2025-07-04T17:31:53.149415+00:00,walkin-1,17,USB MP3 player ROADSTAR (RS101-MP3),USB MP3,1,950.0,950.0
f375f0c5-c42f-47cc-a133-9e2e3116b836,2025-07-04T20:39:26.909648+00:00,walkin-1,3,ไมค์ลอย sound milan ml-6675,MICROPHONE,2,1800.0,3600.0
f9712534-ad72-41ed-90bf-25ed1c0b495a,2025-07-04T10:00:18.735706+00:00,walkin-2,3,ไมค์ลอย sound milan ml-6675,MICROPHONE,1,1800.0,1800.0
0faf9f07-6074-4a7e-aed0-b3f711530d8a,2025-07-04T19:01:53.007519+00:00,walkin-3,19,AMP FANNY AV-168A,AMP,2,2900.0,5800.0
285ffd81-2162-4905-8727-bf7b788d4c25,2025-07-04T21:28:31.878018+00:00,walkin-1,15,USB MP3 player รถ KEVLAR K-2200B,USB MP3,3,850.0,2550.0
85db71c7-ccd4-45e6-8822-4b0693e5441f,2025-07-04T18:42:08.076783+00:00,VIP-01,17,USB MP3 player ROADSTAR (RS101-MP3),USB MP3,3,950.0,2850.0
e662b62a-b9d7-4b3c-be65-1bf33e4109bb,2025-07-05T14:50:26.028169+00:00,walkin-1,19,AMP FANNY AV-168A,AMP,2,2900.0,5800.0
d659046b-5838-4c74-b649-9c7bbdf4af7d,2025-07-05T12:11:04.760503+00:00,VIP-01,19,AMP FANNY AV-168A,AMP,3,2900.0,8700.0
99881f70-6321-4b3e-8908-1bee866632b3,2025-07-05T15:04:46.428562+00:00,walkin-1,3,ไมค์ลอย sound milan ml-6675,MICROPHONE,1,1800.0,1800.0
356be011-aec7-48eb-a6ea-9cca0b2da61b,2025-07-05T10:53:31.643644+00:00,walkin-1,15,USB MP3 player รถ KEVLAR K-2200B,USB MP3,3,850.0,2550.0
b32e655e-bb72-488f-ae17-13744116ae9d,2025-07-05T13:11:56.110347+00:00,walkin-2,13,USB MP3 player รถ DZ-529,USB MP3,3,550.0,1650.0
2a83c4a8-a9b9-42a7-8cbf-9d2c6971d8bf,2025-07-05T15:56:16.842928+00:00,VIP-01,16,USB MP3 player รถ XL-9,USB MP3,1,1100.0,1100.0
8e85c6d7-2917-48aa-82d0-558612265c3a,2025-07-05T18:26:25.372918+00:00,walkin-2,15,USB MP3 player รถ KEVLAR K-2200B,USB MP3,3,850.0,2550.0
88bdfa2b-8b0c-457a-a472-a0e7904eeec5,2025-07-05T13:25:31.538818+00:00,walkin-3,2,ไมค์ลอย mba 888a (U1),MICROPHONE,2,1900.0,3800.0
8ba1f45e-a3b8-4e88-9bbc-7edee8a09db5,2025-07-05T14:01:26.219931+00:00,walkin-2,16,USB MP3 player รถ XL-9,USB MP3,3,1100.0,3300.0
190f8801-7ac2-49ee-be64-b86f410a47be,2025-07-05T10:15:17.858517+00:00,walkin-2,2,ไมค์ลอย mba 888a (U1),MICROPHONE,3,1900.0,5700.0
5ecf3035-eb57-415a-a4aa-2f83e231a8e3,2025-07-05T20:49:05.070895+00:00,VIP-01,14,USB MP3 player รถ DZ-599,USB MP3,3,600.0,1800.0
661334cc-c77a-43ed-88fd-418f08a65648,2025-07-06T14:18:35.363572+00:00,VIP-01,1,ไมค์ลอย mba 888a (U3),MICROPHONE,3,1800.0,5400.0
2e55e9bf-4061-4094-8d13-b9b931f42f65,2025-07-06T16:32:56.964084+00:00,walkin-1,17,USB MP3 player ROADSTAR (RS101-MP3),USB MP3,2,950.0,1900.0
3d0c9100-1b4e-4861-9845-db46f7c24385,2025-07-06T19:57:29.017407+00:00,walkin-2,3,ไมค์ลอย sound milan ml-6675,MICROPHONE,2,1800.0,3600.0
2580e19d-50ba-46c8-8ad7-7681ecf7793e,2025-07-06T15:21:45.600671+00:00,walkin-3,2,ไมค์ลอย mba 888a (U1),MICROPHONE,1,1900.0,1900.0
658bf88c-3699-4de3-9cb7-d2e481fb4cf1,2025-07-06T13:09:36.867930+00:00,VIP-01,1,ไมค์ลอย mba 888a (U3),MICROPHONE,3,1800.0,5400.0
353e8fe8-97ed-4696-8932-822b32debcc5,2025-07-07T18:50:00.742719+00:00,walkin-1,13,USB MP3 player รถ DZ-529,USB MP3,3,550.0,1650.0
e1412fec-1636-400a-bd4c-5e7824fb9c3e,2025-07-07T18:54:58.106234+00:00,walkin-1,6,ไมค์ลอย npe,MICROPHONE,1,380.0,380.0
24631fa6-4eea-4ab9-a067-540e6e863d56,2025-07-07T12:16:51.101185+00:00,VIP-01,13,USB MP3 player รถ DZ-529,USB MP3,2,550.0,1100.0
696770af-78a5-4ddd-8c91-93332e0107c0,2025-07-07T17:33:05.225435+00:00,walkin-3,18,AMP MBA MB7000 AV-191A,AMP,3,3500.0,10500.0
b02b7dd7-29df-4f68-aec0-75d542d9c342,2025-07-07T16:43:49.404332+00:00,walkin-3,17,USB MP3 player ROADSTAR (RS101-MP3),USB MP3,2,950.0,1900.0
56e0d8cd-5cea-460a-914c-f6b246d6530f,2025-07-07T21:57:35.396368+00:00,walkin-1,6,ไมค์ลอย npe,MICROPHONE,2,380.0,760.0
bd00294b-87d3-45fc-b08b-5c9c5a8a2bc7,2025-07-07T17:39:00.614514+00:00,walkin-1,24,AMP SOUNDMILAN AV-302,AMP,2,3500.0,7000.0
66a11ac9-6ebc-42a3-b90c-50ba1ee7040e,2025-07-07T20:41:25.970875+00:00,walkin-2,6,ไมค์ลอย npe,MICROPHONE,1,380.0,380.0
fe66810b-3767-4fe3-bc98-a57800b78e3a,2025-07-08T10:59:16.869072+00:00,walkin-2,19,AMP FANNY AV-168A,AMP,1,2900.0,2900.0
c58b2192-e248-4504-bba6-fa4bd9b53828,2025-07-08T13:28:41.083916+00:00,VIP-01,15,USB MP3 player รถ KEVLAR K-2200B,USB MP3,2,850.0,1700.0
b60afd3a-fa9a-4cd5-9e75-6bbc2cd7e6b8,2025-07-08T12:40:33.930753+00:00,walkin-2,16,USB MP3 player รถ XL-9,USB MP3,2,1100.0,2200.0
f907cc0c-4ef6-4234-b385-768bc9b025cc,2025-07-08T15:45:17.795036+00:00,VIP-01,17,USB MP3 player ROADSTAR (RS101-MP3),USB MP3,2,950.0,1900.0
cb8f5249-75f9-477a-9a49-cc1a2778ba66,2025-07-08T13:18:16.011805+00:00,walkin-3,6,ไมค์ลอย npe,MICROPHONE,3,380.0,1140.0
d8414eee-f7a3-4fe1-b13f-8e1514610b1f,2025-07-08T10:23:39.708233+00:00,walkin-2,18,AMP MBA MB7000 AV-191A,AMP,2,3500.0,7000.0
915248de-da55-4c40-ab92-0ed3fae1a6d0,2025-07-09T11:17:45.856556+00:00,walkin-1,3,ไมค์ลอย sound milan ml-6675,MICROPHONE,1,1800.0,1800.0
20b587f4-dbce-4c7f-8e37-681dab77db7b,2025-07-09T21:28:30.291504+00:00,walkin-3,14,USB MP3 player รถ DZ-599,USB MP3,2,600.0,1200.0
263cb5c0-0509-4de4-a8a5-5162df938dea,2025-07-09T17:17:40.247610+00:00,walkin-1,17,USB MP3 player ROADSTAR (RS101-MP3),USB MP3,2,950.0,1900.0
5b9c09ae-348c-455d-81ce-77baa517228c,2025-07-09T19:05:48.909001+00:00,VIP-01,3,ไมค์ลอย sound milan ml-6675,MICROPHONE,2,1800.0,3600.0
f7acc289-e849-431b-ba47-82a6eb2b7ed5,2025-07-09T11:02:57.515186+00:00,walkin-1,2,ไมค์ลอย mba 888a (U1),MICROPHONE,2,1900.0,3800.0
e4bbb575-f49b-4037-b1ec-0d8a58fe06e5,2025-07-09T14:17:13.350905+00:00,walkin-3,19,AMP FANNY AV-168A,AMP,2,2900.0,5800.0
6d296d13-be99-4d28-a0b6-c60d650a79f0,2025-07-09T12:13:06.427105+00:00,walkin-2,13,USB MP3 player รถ DZ-529,USB MP3,2,550.0,1100.0
9d9eda8c-59e9-40a2-aa83-f6612bf5dff9,2025-07-09T14:01:02.655828+00:00,walkin-3,13,USB MP3 player รถ DZ-529,USB MP3,2,550.0,1100.0
a93e6ed6-785e-4702-9797-191c4e09ae09,2025-07-10T20:50:31.284644+00:00,walkin-3,14,USB MP3 player รถ DZ-599,USB MP3,3,600.0,1800.0
b41283ee-ec3c-4848-b65c-360bc4071591,2025-07-10T11:07:18.966042+00:00,walkin-3,2,ไมค์ลอย mba 888a (U1),MICROPHONE,1,1900.0,1900.0
6b653a3e-911b-401d-a1cd-61bdbc509444,2025-07-10T19:40:05.428493+00:00,walkin-1,24,AMP SOUNDMILAN AV-302,AMP,1,3500.0,3500.0
5134c8fc-5a21-4e00-9dba-481a74e69dd7,2025-07-10T15:34:17.528233+00:00,walkin-1,3,ไมค์ลอย sound milan ml-6675,MICROPHONE,3,1800.0,5400.0
7fcc86b5-5337-401b-9375-950a10865144,2025-07-10T21:28:45.198121+00:00,walkin-1,15,USB MP3 player รถ KEVLAR K-2200B,USB MP3,2,850.0,1700.0
8ed107d8-8b6e-497e-88ac-e0aba24b1198,2025-07-10T20:01:42.912625+00:00,VIP-01,3,ไมค์ลอย sound milan ml-6675,MICROPHONE,1,1800.0,1800.0
db982634-e31e-4eae-a966-3ca411beb3ec,2025-07-10T10:29:46.018176+00:00,VIP-01,17,USB MP3 player ROADSTAR (RS101-MP3),USB MP3,3,950.0,2850.0
1c4f8be2-9bf4-4d33-adfd-68641a12ae11,2025-07-10T10:16:59.447046+00:00,VIP-01,6,ไมค์ลอย npe,MICROPHONE,3,380.0,1140.0
e1a78c90-3ddf-4669-912e-3a8f8973c2f9,2025-07-11T21:42:22.660436+00:00,walkin-1,19,AMP FANNY AV-168A,AMP,3,2900.0,8700.0
0c792d63-64a1-4c29-8b1a-7d05517ec7bc,2025-07-11T14:27:01.169401+00:00,walkin-1,3,ไมค์ลอย sound milan ml-6675,MICROPHONE,2,1800.0,3600.0
c5be415f-5374-4766-8b31-7b71a3bef30e,2025-07-11T12:05:01.417231+00:00,walkin-2,1,ไมค์ลอย mba 888a (U3),MICROPHONE,1,1800.0,1800.0
58192fe1-c340-4cbd-8f41-86d920409d62,2025-07-11T15:46:06.735641+00:00,VIP-01,2,ไมค์ลอย mba 888a (U1),MICROPHONE,1,1900.0,1900.0
c1866960-c136-4e75-8f8d-f0c3202b0041,2025-07-11T10:00:30.423653+00:00,walkin-1,6,ไมค์ลอย npe,MICROPHONE,2,380.0,760.0
05dbdf67-9721-4eb6-b610-d214754c870a,2025-07-11T12:40:52.225937+00:00,walkin-2,1,ไมค์ลอย mba 888a (U3),MICROPHONE,1,1800.0,1800.0
5ae8c8e0-4c58-4e4e-817d-c46ef4094bb6,2025-07-12T21:06:03.892048+00:00,walkin-2,14,USB MP3 player รถ DZ-599,USB MP3,2,600.0,1200.0
38e20455-8ed7-4049-8325-900511b0cb14,2025-07-12T17:31:54.897999+00:00,walkin-3,2,ไมค์ลอย mba 888a (U1),MICROPHONE,1,1900.0,1900.0
9780c84d-2910-41c4-bdfa-7b3d4970745b,2025-07-12T11:21:09.434344+00:00,VIP-01,19,AMP FANNY AV-168A,AMP,3,2900.0,8700.0
1b056ae3-1764-4781-887e-ca16f959b52c,2025-07-12T19:16:41.355895+00:00,VIP-01,16,USB MP3 player รถ XL-9,USB MP3,3,1100.0,3300.0
82aae944-0dc8-474a-b7f5-afe057b46f65,2025-07-12T16:20:33.506542+00:00,VIP-01,2,ไมค์ลอย mba 888a (U1),MICROPHONE,3,1900.0,5700.0
5425d0a2-74b2-48e0-ba56-d1e0b7c83adf,2025-07-12T09:32:27.435302+00:00,walkin-2,14,USB MP3 player รถ DZ-599,USB MP3,3,600.0,1800.0
a584dc1a-5352-404a-bbf6-d81e57ca5505,2025-07-12T14:27:44.498509+00:00,walkin-3,16,USB MP3 player รถ XL-9,USB MP3,2,1100.0,2200.0
174ce0fe-f568-42e2-a482-4a1a010536bc,2025-07-12T13:03:57.109700+00:00,VIP-01,19,AMP FANNY AV-168A,AMP,3,2900.0,8700.0
85781357-3a0d-4990-a433-7467afe7ebdf,2025-07-12T17:53:11.352342+00:00,walkin-2,14,USB MP3 player รถ DZ-599,USB MP3,1,600.0,600.0
dfdf3983-346e-4d22-900a-047f3cb91f06,2025-07-12T20:16:02.606401+00:00,walkin-3,18,AMP MBA MB7000 AV-191A,AMP,1,3500.0,3500.0
5a9f4f00-cb9b-4976-97dc-66b8c19c5bec,2025-07-13T17:16:56.885741+00:00,VIP-01,3,ไมค์ลอย sound milan ml-6675,MICROPHONE,2,1800.0,3600.0
ee3ce680-d8f1-4bc3-9a7e-3a3b8b8a695d,2025-07-13T16:41:57.910026+00:00,walkin-2,6,ไมค์ลอย npe,MICROPHONE,1,380.0,380.0
ac5dc031-7c9e-4277-a4ba-f86f39ad5c7e,2025-07-13T18:40:33.223035+00:00,walkin-3,13,USB MP3 player รถ DZ-529,USB MP3,1,550.0,550.0
e9145a78-8765-4e72-a355-5822f81eedb8,2025-07-13T15:08:22.337307+00:00,walkin-3,1,ไมค์ลอย mba 888a (U3),MICROPHONE,1,1800.0,1800.0
c2a72485-17d5-4dc6-95ca-c984f54cd960,2025-07-13T18:34:52.287596+00:00,walkin-3,1,ไมค์ลอย mba 888a (U3),MICROPHONE,3,1800.0,5400.0
64def92f-b940-44b2-b388-4fdcb736ec14,2025-07-13T20:02:38.889456+00:00,walkin-1,13,USB MP3 player รถ DZ-529,USB MP3,3,550.0,1650.0
6a2367b3-4580-41c4-8ea5-9773e94862c2,2025-07-13T13:33:50.442615+00:00,walkin-3,14,USB MP3 player รถ DZ-599,USB MP3,1,600.0,600.0
71d1066b-d5e3-47fb-a66e-d83dd023ce45,2025-07-13T14:00:41.261545+00:00,VIP-01,14,USB MP3 player รถ DZ-599,USB MP3,1,600.0,600.0
1ec2ce26-817f-4282-b486-a3d105a5f2c7,2025-07-13T17:31:11.193462+00:00,VIP-01,18,AMP MBA MB7000 AV-191A,AMP,1,3500.0,3500.0
2c177eed-0f01-4d0d-ae71-4e1e5b74df51,2025-07-13T13:28:48.478468+00:00,walkin-1,2,ไมค์ลอย mba 888a (U1),MICROPHONE,1,1900.0,1900.0
d4a29693-f0de-45d6-9247-6c1b11948fad,2025-07-13T13:21:24.246561+00:00,VIP-01,24,AMP SOUNDMILAN AV-302,AMP,1,3500.0,3500.0
0ef897b3-e533-486c-a0f5-b5c8ad9746bf,2025-07-13T09:30:48.750733+00:00,walkin-2,18,AMP MBA MB7000 AV-191A,AMP,3,3500.0,10500.0
0f1d3ec5-77dd-44b2-96e6-0738a37e9069,2025-07-13T12:49:56.107516+00:00,VIP-01,16,USB MP3 player รถ XL-9,USB MP3,3,1100.0,3300.0
f2b6597a-5f28-4d72-9114-50a81cf03a84,2025-07-13T09:46:26.770168+00:00,walkin-2,3,ไมค์ลอย sound milan ml-6675,MICROPHONE,3,1800.0,5400.0
1f331682-f052-4799-913a-d23fcdb21d32,2025-07-13T13:44:43.460762+00:00,VIP-01,13,USB MP3 player รถ DZ-529,USB MP3,3,550.0,1650.0
c377e532-9b04-4364-9a39-e52bbc80725e,2025-07-14T16:28:55.671892+00:00,walkin-3,6,ไมค์ลอย npe,MICROPHONE,3,380.0,1140.0
ef1e6309-3295-475f-a594-ffb446709c12,2025-07-14T12:27:57.998649+00:00,walkin-2,1,ไมค์ลอย mba 888a (U3),MICROPHONE,1,1800.0,1800.0
0b052e1b-6b00-4542-9b32-d0e10353bf97,2025-07-14T18:38:52.947944+00:00,VIP-01,6,ไมค์ลอย npe,MICROPHONE,3,380.0,1140.0
d77088d7-e20f-4373-a21d-b61d21778b0a,2025-07-14T12:31:08.074992+00:00,VIP-01,1,ไมค์ลอย mba 888a (U3),MICROPHONE,3,1800.0,5400.0
2872596b-3310-49b1-9d07-7daa6145996a,2025-07-14T11:11:27.240540+00:00,walkin-2,6,ไมค์ลอย npe,MICROPHONE,1,380.0,380.0
5083f541-a2f4-4dae-bf89-98b7ea7fd582,2025-07-14T16:11:07.677277+00:00,walkin-1,13,USB MP3 player รถ DZ-529,USB MP3,2,550.0,1100.0
0223a7f7-19e2-4682-9ef6-5fd0b92f27b5,2025-07-14T09:25:04.154973+00:00,walkin-1,17,USB MP3 player ROADSTAR (RS101-MP3),USB MP3,2,950.0,1900.0
07adeddb-a7fd-48c8-909f-1d92aa17d0eb,2025-07-14T09:46:27.932639+00:00,walkin-1,14,USB MP3 player รถ DZ-599,USB MP3,2,600.0,1200.0
d74250d3-4c09-4c58-a4a6-a7f8bdb09b47,2025-07-14T21:49:08.623080+00:00,walkin-1,18,AMP MBA MB7000 AV-191A,AMP,1,3500.0,3500.0
78132780-1491-4a2f-a70a-384309ea778f,2025-07-14T14:03:13.044839+00:00,walkin-2,19,AMP FANNY AV-168A,AMP,3,2900.0,8700.0
